Test,PKG,CPU,Time,Code,Code_Type,Compiler,Compiler_Type,Time_comp,Time_comp_cat,Space_comp,Space_comp_cat,Nested_loops,Simple_cond,Complex_cond,Recursion_calls,Source_LOC,NR_functions,NR_param,cyc_comp,Consumption,Energy_label
binary-trees ,74.86160278320312,59.625732421875,3059.83,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,134.48733520507812,F
binary-trees ,74.6983642578125,59.900665283203125,3028.85,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,134.59902954101562,F
binary-trees ,74.984375,59.63493347167969,3066.13,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,134.6193084716797,F
mandelbrot ,73.60752868652344,61.01298522949219,2863.94,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3.0,13.0,9.0,0.0,177.0,7.0,15.0,46.0,134.62051391601562,F
binary-trees ,74.83473205566406,59.95005798339844,3037.89,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,134.7847900390625,F
binary-trees ,75.56163024902344,59.32810974121094,3318.97,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,134.88973999023438,F
binary-trees ,75.12644958496094,59.826126098632805,3092.64,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,134.95257568359375,F
binary-trees ,75.21134948730469,59.770217895507805,3122.21,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,134.9815673828125,F
binary-trees ,75.11990356445312,59.91436767578125,3083.45,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.03427124023438,F
binary-trees ,75.66896057128906,59.4404296875,3193.27,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.10939025878906,F
binary-trees ,75.13713073730469,60.124710083007805,3055.49,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.2618408203125,F
binary-trees ,75.4825439453125,59.97721862792969,3134.87,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.4597625732422,F
binary-trees ,75.2017822265625,60.27490234375,3048.89,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.4766845703125,F
binary-trees ,75.493408203125,60.13343811035156,3114.07,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.62684631347656,F
binary-trees ,75.49276733398438,60.169448852539055,3085.18,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.66221618652344,F
binary-trees ,75.55953979492188,60.20953369140625,3069.28,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.76907348632812,F
binary-trees ,75.55282592773438,60.377716064453125,3099.51,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.9305419921875,F
mandelbrot ,73.66717529296875,62.26405334472656,2696.86,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3.0,13.0,9.0,0.0,177.0,7.0,15.0,46.0,135.9312286376953,F
binary-trees ,75.9012451171875,60.05168151855469,3104.42,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,135.9529266357422,F
binary-trees ,75.77845764160156,60.38600158691406,3092.64,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,136.16445922851562,F
binary-trees ,75.68830871582031,60.49151611328125,3109.33,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,136.17982482910156,F
binary-trees ,75.68191528320312,60.595657348632805,3028.5,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,136.27757263183594,F
binary-trees ,75.74505615234375,60.658599853515625,3068.37,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,136.40365600585938,F
binary-trees ,75.97270202636719,60.54078674316406,3097.88,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,136.51348876953125,F
binary-trees ,76.062255859375,60.497573852539055,3112.66,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,136.55982971191406,F
mandelbrot ,74.75924682617188,62.12103271484375,2815.67,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3.0,13.0,9.0,0.0,177.0,7.0,15.0,46.0,136.88027954101562,F
binary-trees ,76.20307922363281,60.78962707519531,3109.67,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,136.99270629882812,F
binary-trees ,76.97853088378906,60.133255004882805,3284.59,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,137.11178588867188,F
binary-trees ,76.47561645507812,60.991607666015625,3102.16,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,137.46722412109375,F
mandelbrot ,75.19255065917969,62.51824951171875,2861.11,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3.0,13.0,9.0,0.0,177.0,7.0,15.0,46.0,137.71080017089844,F
binary-trees ,77.24667358398438,60.663619995117195,3431.91,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,137.91029357910156,F
mandelbrot ,75.39866638183594,62.78607177734375,2839.32,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3.0,13.0,9.0,0.0,177.0,7.0,15.0,46.0,138.1847381591797,F
mandelbrot ,74.92457580566406,63.318450927734375,2696.97,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3.0,13.0,9.0,0.0,177.0,7.0,15.0,46.0,138.24302673339844,F
binary-trees ,76.76129150390625,61.50469970703125,3064.78,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,138.2659912109375,F
binary-trees ,77.43788146972656,62.252471923828125,3067.14,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,139.6903533935547,F
mandelbrot ,76.60623168945312,63.77917480468751,2803.07,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3.0,13.0,9.0,0.0,177.0,7.0,15.0,46.0,140.38540649414062,F
mandelbrot ,76.56477355957031,64.418701171875,2699.48,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3.0,13.0,9.0,0.0,177.0,7.0,15.0,46.0,140.9834747314453,F
binary-trees ,78.72349548339844,63.009811401367195,3220.4,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,141.73330688476562,F
binary-trees ,78.45196533203125,63.54112243652344,3021.75,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,141.9930877685547,F
binary-trees ,78.64810180664062,63.647735595703125,3032.11,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,142.29583740234375,F
mandelbrot ,77.33320617675781,65.29811096191406,2697.15,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3.0,13.0,9.0,0.0,177.0,7.0,15.0,46.0,142.63131713867188,F
binary-trees ,78.6060791015625,64.0570068359375,2923.93,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,142.6630859375,F
binary-trees ,84.27217102050781,69.67613220214844,2843.99,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2.0,3.0,0.0,2.0,102.0,3.0,5.0,7.0,153.94830322265625,F
n-body ,100.2236328125,77.20341491699217,5266.11,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,177.4270477294922,F
n-body ,100.92999267578125,79.06980895996092,5149.04,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,179.9998016357422,F
n-body ,102.39413452148438,79.57278442382812,5157.03,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,181.9669189453125,F
n-body ,102.30535888671875,80.63076782226561,5106.89,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,182.93612670898438,F
n-body ,104.36288452148438,82.10887145996092,5066.06,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,186.4717559814453,F
n-body ,105.02471923828125,82.51860046386719,5052.22,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,187.54331970214844,F
n-body ,104.48995971679688,83.07820129394531,4983.29,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,187.5681610107422,F
n-body ,105.33493041992188,82.54904174804686,5033.26,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,187.88397216796875,F
n-body ,104.80215454101562,83.4942626953125,5015.78,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,188.29641723632812,F
n-body ,104.96556091308594,83.53874206542967,5000.36,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,188.50430297851562,F
n-body ,105.02294921875,83.58052062988281,4994.53,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,188.6034698486328,F
n-body ,105.56779479980469,83.23892211914062,5011.26,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,188.8067169189453,F
n-body ,105.27073669433594,83.68663024902342,5018.79,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,188.95736694335938,F
n-body ,105.75486755371094,83.25410461425781,5037.43,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,189.00897216796875,F
n-body ,105.34022521972656,83.83676147460938,5013.04,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,189.17698669433594,F
n-body ,105.51019287109375,83.77494812011719,4967.68,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,189.28514099121094,F
n-body ,105.48379516601562,84.13642883300781,4976.21,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,189.62022399902344,F
n-body ,105.7325439453125,84.34019470214844,4987.16,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,190.07273864746094,F
n-body ,105.78587341308594,84.47459411621092,4895.27,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,190.26046752929688,F
n-body ,106.58363342285156,83.84843444824217,5016.68,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,190.43206787109375,F
n-body ,106.34849548339844,84.13433837890625,5021.07,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,190.4828338623047,F
n-body ,106.11627197265625,84.63081359863281,5000.51,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,190.74708557128906,F
n-body ,106.37590026855469,85.14457702636719,4914.71,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,191.52047729492188,F
n-body ,107.06010437011719,84.67868041992188,5003.25,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,191.73878479003906,F
n-body ,107.31060791015625,85.73077392578125,4899.92,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,193.0413818359375,F
n-body ,107.87397766113281,86.25050354003906,5060.76,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,194.12448120117188,F
n-body ,108.19923400878906,86.25642395019531,4925.68,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,194.45565795898438,F
n-body ,108.95646667480469,86.68185424804686,4907.74,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,195.63832092285156,F
n-body ,109.03158569335938,86.91252136230467,4985.22,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,195.94410705566406,F
n-body ,109.1329345703125,87.1126251220703,4911.8,C,1,GCC 11.2.0,1,(n x nboddies^2),,O(nbodies^2),6,6.0,11.0,0.0,0.0,146.0,6.0,9.0,33.0,196.2455596923828,F
bubblesort_slow ,0.1156768798828125,0.0656890869140625,12.161,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.181365966796875,B
bubblesort_slow ,0.1207733154296875,0.0663299560546875,12.528,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.187103271484375,B
bubblesort_slow ,0.1187744140625,0.0684967041015625,12.157,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.1872711181640625,B
bubblesort_slow ,0.124359130859375,0.074371337890625,12.226,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.19873046875,B
bubblesort_slow ,0.1357879638671875,0.0647735595703125,12.221,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2005615234375,B
bubblesort_slow ,0.125823974609375,0.0756988525390625,12.241,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2015228271484375,B
bubblesort_slow ,0.126373291015625,0.07598876953125,12.241,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.202362060546875,B
bubblesort_slow ,0.127349853515625,0.0774688720703125,12.081,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2048187255859375,B
bubblesort_slow ,0.127593994140625,0.0772705078125,12.208,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.204864501953125,B
bubblesort_slow ,0.1279144287109375,0.078125,12.087,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2060394287109375,B
bubblesort_slow ,0.1291656494140625,0.079345703125,11.997,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2085113525390625,B
bubblesort_slow ,0.13043212890625,0.080352783203125,12.17,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.210784912109375,B
bubblesort_slow ,0.14013671875,0.073211669921875,12.169,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.213348388671875,B
bubblesort_slow ,0.1336212158203125,0.083740234375,11.915,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2173614501953125,B
bubblesort_slow ,0.13580322265625,0.0855865478515625,12.123,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2213897705078125,B
bubblesort_slow ,0.15716552734375,0.075408935546875,13.052,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.232574462890625,B
bubblesort_slow ,0.142730712890625,0.0923614501953125,12.159,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2350921630859375,B
bubblesort_slow ,0.1432647705078125,0.0929718017578125,12.213,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.236236572265625,B
bubblesort_slow ,0.14794921875,0.0977630615234375,12.17,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2457122802734375,B
bubblesort_slow ,0.150970458984375,0.1007537841796875,12.192,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2517242431640625,B
bubblesort_slow ,0.1555633544921875,0.1011199951171875,12.134,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.256683349609375,B
bubblesort_slow ,0.175689697265625,0.0843353271484375,22.478,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2600250244140625,B
bubblesort_slow ,0.1612548828125,0.1112060546875,11.948,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2724609375,B
bubblesort_slow ,0.1683807373046875,0.1138763427734375,12.239,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.282257080078125,B
bubblesort_slow ,0.1720733642578125,0.1220703125,12.131,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.2941436767578125,B
bubblesort_slow ,0.204986572265625,0.155029296875,12.027,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.360015869140625,B
bubblesort_slow ,0.2751922607421875,0.1427459716796875,32.1,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.417938232421875,B
bubblesort_slow ,0.34869384765625,0.2164764404296875,20.676,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.5651702880859375,B
bubblesort_slow ,0.386138916015625,0.2037811279296875,42.42,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.5899200439453125,B
bubblesort_slow ,0.4063873291015625,0.23309326171875,42.243,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,0.6394805908203125,B
bubblesort_upd2 ,0.5537109375,0.4158172607421875,32.589,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,0.9695281982421875,B
bubblesort_upd2 ,0.5687713623046875,0.4277191162109375,32.749,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,0.996490478515625,B
bubblesort_upd2 ,0.5687408447265625,0.4302978515625,32.247,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,0.9990386962890625,B
bubblesort_upd2 ,0.5694732666015625,0.4303741455078125,32.515,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,0.999847412109375,B
bubblesort_upd2 ,0.5700531005859375,0.433197021484375,32.487,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.0032501220703125,B
bubblesort_upd2 ,0.57080078125,0.432769775390625,32.212,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.003570556640625,B
bubblesort_upd2 ,0.571014404296875,0.4331817626953125,32.472,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.0041961669921875,B
bubblesort_upd2 ,0.575408935546875,0.4341278076171875,32.999,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.0095367431640625,B
bubblesort_upd2 ,0.57696533203125,0.43310546875,32.729,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.01007080078125,B
bubblesort_upd2 ,0.5804290771484375,0.4349517822265625,33.963,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.015380859375,B
bubblesort_upd2 ,0.610321044921875,0.455474853515625,36.288,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.0657958984375,B
bubblesort_upd2 ,0.6134185791015625,0.4697265625,32.364,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.0831451416015625,B
bubblesort_upd2 ,0.6299285888671875,0.4923553466796875,32.834,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.122283935546875,B
bubblesort_upd2 ,0.6798095703125,0.45050048828125,42.337,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.13031005859375,B
bubblesort_upd2 ,0.6365814208984375,0.4994659423828125,32.705,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.13604736328125,B
bubblesort_upd2 ,0.6391448974609375,0.50048828125,32.729,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.1396331787109375,B
bubblesort_upd2 ,0.639556884765625,0.5023193359375,32.38,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.141876220703125,B
bubblesort_upd2 ,0.64068603515625,0.5020751953125,32.809,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.14276123046875,B
bubblesort_upd2 ,0.6524810791015625,0.493499755859375,32.777,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.1459808349609375,B
bubblesort_upd2 ,0.6339874267578125,0.5137939453125,32.379,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.1477813720703125,B
bubblesort_upd2 ,0.646026611328125,0.504669189453125,32.108,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.15069580078125,B
bubblesort_upd2 ,0.6450042724609375,0.505828857421875,32.105,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.1508331298828125,B
bubblesort_upd2 ,0.6539764404296875,0.5153350830078125,32.223,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.1693115234375,B
bubblesort_upd2 ,0.6498870849609375,0.524627685546875,32.502,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.1745147705078125,B
bubblesort_upd2 ,0.6599273681640625,0.5175628662109375,32.633,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.177490234375,B
bubblesort_upd2 ,0.702178955078125,0.4853973388671875,34.679,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.1875762939453125,B
