Test,PKG,CPU,Time,Code,Code_Type,Compiler,Compiler_Type,Time_comp,Time_comp_cat,Space_comp,Space_comp_cat,Nested_loops,Simple_cond,Complex_cond,Recursion_calls,Source_LOC,NR_functions,NR_param,cyc_comp,Consumption,Energy_label
bubblesort_upd2 ,0.6749267578125,0.529937744140625,32.334,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.204864501953125,B
bubblesort_upd2 ,0.7408905029296875,0.4769439697265625,42.912,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.21783447265625,B
bubblesort_upd2 ,0.7799835205078125,0.4656829833984375,52.499,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.24566650390625,B
bubblesort_upd2 ,0.7703094482421875,0.5020751953125,62.749,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,2.0,0.0,2.0,15.0,3.0,2.0,7.0,1.2723846435546875,B
bubblesort_upd ,2.06353759765625,1.5113677978515625,114.378,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.5749053955078125,B
bubblesort_upd ,2.0525360107421875,1.5958099365234375,104.163,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.648345947265625,B
bubblesort_upd ,2.0952301025390625,1.553955078125,125.047,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.6491851806640625,B
bubblesort_upd ,2.05828857421875,1.6029205322265625,103.514,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.6612091064453125,B
bubblesort_upd ,2.0860595703125,1.614990234375,104.326,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.7010498046875,B
bubblesort_upd ,2.0905914306640625,1.616363525390625,106.485,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.7069549560546875,B
bubblesort_upd ,2.0905303955078125,1.6185150146484375,104.467,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.70904541015625,B
bubblesort_upd ,2.089874267578125,1.62213134765625,103.501,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.712005615234375,B
bubblesort_upd ,2.0916595458984375,1.6234893798828125,103.891,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.71514892578125,B
bubblesort_upd ,2.0843048095703125,1.632965087890625,103.763,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.7172698974609375,B
bubblesort_upd ,2.0918121337890625,1.626007080078125,103.633,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.7178192138671875,B
bubblesort_upd ,2.100311279296875,1.624420166015625,105.898,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.7247314453125,B
bubblesort_upd ,2.1026153564453125,1.6310882568359375,104.224,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.73370361328125,B
bubblesort_upd ,2.1223907470703125,1.6463775634765625,104.747,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.768768310546875,B
bubblesort_upd ,2.1336669921875,1.637603759765625,106.16,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.771270751953125,B
bubblesort_upd ,2.15435791015625,1.6201019287109375,123.709,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.7744598388671875,B
bubblesort_upd ,2.126007080078125,1.654693603515625,103.976,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.78070068359375,B
bubblesort_upd ,2.15362548828125,1.628326416015625,104.245,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.781951904296875,B
bubblesort_upd ,2.1255950927734375,1.659027099609375,103.932,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.7846221923828125,B
bubblesort_upd ,2.1360931396484375,1.66204833984375,107.975,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.7981414794921875,B
bubblesort_upd ,2.1420440673828125,1.671356201171875,104.118,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.8134002685546875,B
bubblesort_upd ,2.194244384765625,1.6428070068359375,104.015,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.8370513916015625,B
bubblesort_upd ,2.142333984375,1.698150634765625,103.507,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.840484619140625,B
bubblesort_upd ,2.1585845947265625,1.69390869140625,103.503,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.8524932861328125,B
bubblesort_upd ,2.16998291015625,1.6835479736328125,103.376,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.8535308837890625,B
bubblesort_upd ,2.2129058837890625,1.6594696044921875,123.702,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.87237548828125,B
bubblesort_upd ,2.1765594482421875,1.7015533447265625,105.3,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.87811279296875,B
bubblesort_upd ,2.179779052734375,1.698883056640625,103.627,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.878662109375,B
bubblesort_upd ,2.2574615478515625,1.682525634765625,133.273,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.9399871826171875,B
bubblesort_upd ,2.349609375,1.6416168212890625,103.828,Haskell,2,GHC 8.10.7,2,O(n^2),8,O(n^2),5,1.0,1.0,0.0,2.0,14.0,3.0,2.0,6.0,3.9912261962890625,B
reverse-complement ,21.468353271484375,15.889938354492188,1143.34,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,37.35829162597656,B
reverse-complement ,23.09912109375,18.080474853515625,1082.26,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,41.179595947265625,C
reverse-complement ,23.633102416992188,18.07797241210937,1121.91,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,41.71107482910156,C
reverse-complement ,23.514877319335938,18.43959045410156,1071.85,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,41.9544677734375,C
reverse-complement ,23.464385986328125,18.610900878906246,1063.13,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,42.075286865234375,C
reverse-complement ,23.908477783203125,18.63339233398437,1112.12,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,42.5418701171875,C
reverse-complement ,23.847549438476562,18.81553649902344,1032.39,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,42.6630859375,C
reverse-complement ,24.217041015625,18.70591735839844,1101.99,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,42.92295837402344,C
reverse-complement ,24.302108764648438,18.707565307617188,1215.83,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,43.009674072265625,C
reverse-complement ,24.080795288085938,18.968566894531246,1092.28,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,43.04936218261719,C
reverse-complement ,24.58575439453125,18.571319580078125,1211.52,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,43.157073974609375,C
reverse-complement ,24.433868408203125,18.830474853515625,1082.74,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,43.26434326171875,C
reverse-complement ,24.17376708984375,19.179107666015625,1082.67,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,43.352874755859375,C
reverse-complement ,24.19158935546875,19.299819946289062,1053.6,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,43.49140930175781,C
reverse-complement ,24.196029663085938,19.323257446289062,1031.29,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,43.519287109375,C
reverse-complement ,24.619125366210938,19.28779602050781,1052.42,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,43.90692138671875,C
reverse-complement ,24.462371826171875,19.45350646972656,1061.29,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,43.91587829589844,C
reverse-complement ,24.580276489257812,19.828109741210938,1021.29,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,44.40838623046875,C
reverse-complement ,24.648239135742188,19.778060913085938,1041.73,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,44.426300048828125,C
reverse-complement ,24.795562744140625,19.84242248535156,1062.31,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,44.63798522949219,C
reverse-complement ,25.334030151367188,19.598068237304688,1132.15,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,44.932098388671875,C
reverse-complement ,25.27703857421875,19.676208496093754,1091.88,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,44.9532470703125,C
reverse-complement ,25.043258666992188,20.04530334472656,1041.55,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,45.08856201171875,C
reverse-complement ,25.418502807617188,20.033508300781246,1021.57,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,45.45201110839844,C
reverse-complement ,25.870635986328125,20.389236450195312,1052.65,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,46.25987243652344,C
reverse-complement ,56.918365478515625,43.28742980957031,3063.53,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,100.20579528808594,C
reverse-complement ,58.09022521972656,42.62147521972656,3441.3,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,100.71170043945312,C
reverse-complement ,61.95587158203125,46.64012145996094,3361.93,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,108.59599304199219,C
reverse-complement ,63.147430419921875,47.69036865234375,3458.22,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,110.83779907226562,C
reverse-complement ,66.91860961914062,50.76115417480469,3635.21,Haskell,2,GHC 8.10.7,2,O(n x m),6,O(m),11,1.0,6.0,3.0,0.0,68.0,9.0,14.0,12.0,117.67976379394531,D
spectral-norm ,119.93655395507812,96.47929382324217,5322.69,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,216.4158477783203,F
spectral-norm ,120.20835876464844,96.65478515625,5342.59,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,216.86314392089844,F
spectral-norm ,120.53802490234375,96.97123718261719,5332.73,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,217.50926208496094,F
spectral-norm ,120.35368347167969,97.7997589111328,5132.65,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,218.1534423828125,F
spectral-norm ,121.18180847167969,97.66403198242189,5312.84,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,218.84584045410156,F
spectral-norm ,121.2838134765625,98.39965820312499,5112.56,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,219.6834716796875,F
spectral-norm ,121.58619689941406,98.31718444824217,5262.54,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,219.90338134765625,F
spectral-norm ,121.74029541015625,98.3623046875,5282.89,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,220.10260009765625,F
spectral-norm ,122.52420043945312,97.9295654296875,5282.44,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,220.45376586914062,F
spectral-norm ,122.3924560546875,98.0758056640625,5292.53,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,220.46826171875,F
spectral-norm ,121.89755249023438,98.57546997070312,5262.42,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,220.4730224609375,F
spectral-norm ,121.96688842773438,98.58294677734376,5282.7,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,220.54983520507812,F
spectral-norm ,122.00027465820312,98.61328125,5282.44,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,220.61355590820312,F
spectral-norm ,122.02400207519531,98.69473266601561,5262.62,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,220.71873474121094,F
spectral-norm ,122.18728637695312,98.7745361328125,5292.88,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,220.96182250976562,F
spectral-norm ,122.835693359375,98.16203308105469,5282.57,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,220.9977264404297,F
spectral-norm ,122.695556640625,98.51432800292967,5272.69,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,221.2098846435547,F
spectral-norm ,122.35890197753906,98.98849487304688,5272.78,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,221.34739685058594,F
spectral-norm ,122.4091796875,99.01564025878906,5282.89,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,221.42481994628906,F
spectral-norm ,122.43843078613281,99.21409606933592,5242.49,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,221.65252685546875,F
spectral-norm ,122.78704833984375,99.35740661621091,5292.78,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,222.14445495605466,F
spectral-norm ,122.63414001464844,99.60090637207033,5202.57,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,222.23504638671875,F
spectral-norm ,122.95297241210938,99.71694946289062,5242.49,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,222.669921875,F
spectral-norm ,123.08280944824219,99.79129028320312,5242.64,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,222.8740997314453,F
spectral-norm ,123.55564880371094,99.59432983398435,5212.47,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,223.14997863769528,F
spectral-norm ,123.54306030273438,100.63853454589844,5092.6,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,224.1815948486328,F
spectral-norm ,123.88568115234375,100.70083618164062,5222.61,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,224.58651733398438,F
spectral-norm ,124.2989501953125,101.14105224609376,5212.63,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,225.44000244140625,F
spectral-norm ,125.37646484375,101.76275634765624,5092.4,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,227.13922119140625,F
spectral-norm ,125.90794372558594,102.34405517578124,5112.35,Haskell,2,GHC 8.10.7,2,O(n x z^2),18,O(n),3,2.0,4.0,0.0,0.0,77.0,8.0,17.0,9.0,228.2519989013672,F
