Test,PKG,CPU,Time,Code,Code_Type,Compiler,Compiler_Type,Time_comp,Time_comp_cat,Space_comp,Space_comp_cat,Nested_loops,Simple_cond,Complex_cond,Recursion_calls,Source_LOC,NR_functions,NR_param,cyc_comp,Consumption
reverse-complement ,11.415328979492188,9.333908081054688,419.12,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,20.749237060546875
reverse-complement ,11.4501953125,9.310455322265623,436.019,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,20.760650634765625
reverse-complement ,11.419418334960938,9.350173950195312,419.222,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,20.76959228515625
reverse-complement ,11.53411865234375,9.438995361328125,415.93,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,20.973114013671875
reverse-complement ,11.551849365234375,9.469955444335936,413.106,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.021804809570312
reverse-complement ,11.601638793945312,9.47528076171875,433.277,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.076919555664062
reverse-complement ,11.623321533203125,9.512054443359377,423.629,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.1353759765625
reverse-complement ,11.749359130859375,9.435028076171875,440.068,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.18438720703125
reverse-complement ,11.769363403320312,9.549163818359377,440.26,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.318527221679688
reverse-complement ,11.74932861328125,9.584213256835936,440.999,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.333541870117188
reverse-complement ,11.77032470703125,9.59925842285156,448.084,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.369583129882812
reverse-complement ,11.816436767578125,9.637252807617188,433.939,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.453689575195312
reverse-complement ,11.934844970703125,9.565475463867188,447.444,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.500320434570312
reverse-complement ,11.886154174804688,9.684524536132812,453.553,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.5706787109375
reverse-complement ,12.188690185546875,9.530746459960936,458.528,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.719436645507812
reverse-complement ,12.182968139648438,9.573684692382812,443.867,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.75665283203125
reverse-complement ,12.20526123046875,9.662338256835936,450.017,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,21.867599487304688
reverse-complement ,16.577621459960938,13.168731689453123,733.954,C,1,GCC 11.2.0,1,O(n + p x m),,O(n),3,2,4,0,0,125,2,3,16,29.746353149414062
pidigits ,19.577651977539062,14.837371826171877,1091.44,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,34.41502380371094
pidigits ,20.616195678710938,16.0955810546875,1060.49,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,36.71177673339844
pidigits ,21.058563232421875,16.715164184570312,1018.32,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,37.77372741699219
pidigits ,21.390762329101562,17.017227172851562,1016.91,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,38.407989501953125
pidigits ,21.413116455078125,17.02264404296875,1019.72,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,38.435760498046875
pidigits ,21.640029907226562,17.2886962890625,1010.91,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,38.92872619628906
pidigits ,21.912429809570312,17.645904541015625,995.271,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,39.55833435058594
pidigits ,21.919448852539062,17.711044311523438,984.215,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,39.6304931640625
pidigits ,21.953536987304688,17.761642456054688,983.994,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,39.715179443359375
pidigits ,21.998519897460938,17.852737426757812,974.728,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,39.85125732421875
pidigits ,22.004776000976562,17.859024047851562,974.576,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,39.863800048828125
pidigits ,22.080154418945312,17.864425659179688,983.832,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,39.944580078125
pidigits ,22.170974731445312,17.828536987304688,978.799,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,39.99951171875
pidigits ,22.1746826171875,17.90191650390625,986.6,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.07659912109375
pidigits ,22.126266479492188,17.96600341796875,974.509,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.09226989746094
pidigits ,22.153274536132812,17.989151000976562,975.811,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.142425537109375
pidigits ,22.167953491210938,18.00421142578125,977.684,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.17216491699219
pidigits ,22.235153198242188,18.002593994140625,988.15,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.23774719238281
pidigits ,22.208770751953125,18.033935546875,975.501,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.242706298828125
pidigits ,22.218902587890625,18.026168823242188,990.77,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.24507141113281
pidigits ,22.241500854492188,18.067199707031246,977.472,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.30870056152344
pidigits ,22.320709228515625,18.008865356445312,987.91,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.32957458496094
pidigits ,22.257461547851562,18.07919311523437,977.051,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.33665466308594
pidigits ,22.272125244140625,18.07968139648437,986.024,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.351806640625
pidigits ,22.330001831054688,18.13119506835937,975.182,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.46119689941406
pidigits ,22.471633911132812,17.990219116210938,980.342,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.46185302734375
pidigits ,22.339385986328125,18.132537841796875,975.789,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.471923828125
pidigits ,22.37139892578125,18.102752685546875,986.072,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.474151611328125
pidigits ,22.499649047851562,18.27021789550781,978.93,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,40.769866943359375
pidigits ,24.926055908203125,20.534362792968754,1013.56,C,1,GCC 11.2.0,1,O(n^2 log n log log n),10,O(n),3,1,3,0,0,52,4,5,10,45.460418701171875
fasta ,27.547195434570312,21.63130187988281,1291.02,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,49.178497314453125
fasta ,27.691452026367188,21.82826232910156,1297.56,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,49.51971435546875
fasta ,27.853759765625,21.853683471679688,1292.51,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,49.70744323730469
fasta ,28.710494995117188,22.634841918945312,1281.01,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,51.3453369140625
fasta ,28.96759033203125,22.76449584960937,1297.73,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,51.732086181640625
fasta ,28.943008422851562,22.96138000488281,1295.44,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,51.904388427734375
fasta ,28.826431274414062,23.142822265625,1262.89,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,51.96925354003906
fasta ,29.26190185546875,23.13490295410156,1280.23,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,52.39680480957031
fasta ,29.259475708007812,23.1497802734375,1279.36,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,52.40925598144531
fasta ,29.053817749023438,23.371261596679688,1276.74,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,52.425079345703125
fasta ,29.120773315429688,23.48988342285156,1250.74,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,52.61065673828125
fasta ,29.462020874023438,23.48017883300781,1245.64,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,52.94219970703125
fasta ,29.715560913085938,23.774597167968754,1233.23,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,53.49015808105469
fasta ,29.818939208984375,23.858566284179688,1241.44,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,53.67750549316406
fasta ,30.215530395507812,24.237380981445312,1251.33,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,54.452911376953125
fasta ,30.2159423828125,24.369430541992188,1299.61,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,54.58537292480469
fasta ,30.4757080078125,24.526382446289062,1276.34,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,55.00209045410156
fasta ,30.67242431640625,24.491134643554688,1297.45,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,55.16355895996094
fasta ,30.797515869140625,24.74409484863281,1259.05,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,55.54161071777344
fasta ,31.031204223632812,24.950836181640625,1358.0,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,55.98204040527344
fasta ,31.416671752929688,26.29649353027344,1159.95,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,57.713165283203125
fasta ,32.056121826171875,25.859390258789062,1286.7,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,57.91551208496094
fasta ,31.684341430664062,26.487274169921875,1143.14,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,58.17161560058594
regex-redux ,33.71049499511719,26.51573181152344,1477.14,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,60.226226806640625
fasta ,32.8511962890625,27.560791015625,1113.72,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,60.4119873046875
fasta ,33.293914794921875,27.284118652343754,1276.89,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,60.578033447265625
fasta ,33.18095397949219,28.08833312988281,1151.73,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,61.269287109375
fasta ,33.3878173828125,28.302780151367188,1171.15,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,61.69059753417969
regex-redux ,34.579010009765625,27.842315673828125,1457.23,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,62.42132568359375
regex-redux ,34.96678161621094,27.958801269531246,1438.73,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,62.92558288574219
regex-redux ,35.07012939453125,28.054748535156246,1428.29,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,63.1248779296875
regex-redux ,35.10527038574219,28.122146606445312,1437.93,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,63.2274169921875
regex-redux ,35.21844482421875,28.239654541015625,1428.91,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,63.458099365234375
regex-redux ,35.29924011230469,28.515426635742188,1402.2,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,63.814666748046875
regex-redux ,35.4481201171875,28.488433837890625,1412.98,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,63.936553955078125
regex-redux ,35.51641845703125,28.470001220703125,1434.55,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,63.986419677734375
regex-redux ,35.56123352050781,28.426422119140625,1456.04,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,63.98765563964844
regex-redux ,35.49700927734375,28.539581298828125,1419.66,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,64.03659057617188
regex-redux ,35.35963439941406,28.749908447265625,1414.54,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,64.10954284667969
regex-redux ,35.591796875,28.664825439453125,1414.62,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,64.25662231445312
regex-redux ,35.38908386230469,29.031280517578125,1388.25,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,64.42036437988281
regex-redux ,35.47431945800781,28.96322631835937,1406.29,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,64.43754577636719
regex-redux ,35.76141357421875,28.7618408203125,1418.11,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,64.52325439453125
regex-redux ,35.576080322265625,28.981719970703125,1422.24,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,64.55780029296875
regex-redux ,35.60972595214844,29.026519775390625,1408.33,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,64.63624572753906
regex-redux ,35.8116455078125,28.924987792968754,1401.02,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,64.73663330078125
fasta ,35.98686218261719,29.016876220703125,1342.11,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,65.00373840332031
regex-redux ,36.02528381347656,29.01229858398437,1412.18,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,65.03758239746094
regex-redux ,35.86322021484375,29.292556762695312,1408.97,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,65.15577697753906
regex-redux ,36.08525085449219,29.13414001464844,1409.39,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,65.21939086914062
regex-redux ,36.21934509277344,29.061798095703125,1459.46,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,65.28114318847656
regex-redux ,36.165496826171875,29.11572265625,1435.65,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,65.28121948242188
fasta ,36.888885498046875,29.791000366210938,1332.41,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,66.67988586425781
regex-redux ,36.93438720703125,30.251754760742188,1363.69,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,67.18614196777344
regex-redux ,36.95368957519531,30.7144775390625,1339.67,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,67.66816711425781
regex-redux ,37.377227783203125,30.6612548828125,1353.02,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,68.03848266601562
regex-redux ,39.3516845703125,33.11021423339844,1370.54,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,72.46189880371094
regex-redux ,39.60943603515625,33.1890869140625,1294.72,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,72.79852294921875
regex-redux ,39.64198303222656,33.315628051757805,1285.46,C,1,GCC 11.2.0,1,O(n*p),7,O(n),3,1,2,0,0,130,3,5,17,72.95761108398438
fasta ,40.95198059082031,32.40934753417969,1484.33,C,1,GCC 11.2.0,1,O(n x m),6,O(n),3,2,6,0,0,317,13,23,42,73.361328125
spectral-norm ,58.87933349609375,47.24420166015625,2641.39,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,106.12353515625
spectral-norm ,59.444976806640625,47.38806152343751,2639.16,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,106.83303833007812
spectral-norm ,60.4306640625,48.47550964355469,2613.55,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,108.90617370605469
spectral-norm ,60.25328063964844,48.73417663574219,2607.49,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,108.98745727539062
spectral-norm ,59.985076904296875,49.02966308593751,2503.11,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.01473999023438
spectral-norm ,60.669769287109375,48.36975097656249,2608.66,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.03952026367188
spectral-norm ,60.32060241699219,48.75221252441406,2609.6,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.07281494140625
spectral-norm ,60.30778503417969,48.77986145019531,2606.36,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.087646484375
spectral-norm ,60.33966064453125,48.794036865234375,2610.75,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.13369750976562
spectral-norm ,60.55735778808594,48.62310791015625,2606.31,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.18046569824219
spectral-norm ,60.95408630371094,48.54273986816406,2632.35,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.496826171875
spectral-norm ,60.970001220703125,48.66667175292969,2605.32,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.63667297363281
spectral-norm ,60.798309326171875,48.858245849609375,2604.71,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.65655517578125
spectral-norm ,60.639678955078125,49.157501220703125,2595.26,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.79718017578125
spectral-norm ,60.66606140136719,49.160736083984375,2597.9,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.82679748535156
spectral-norm ,60.91510009765625,49.008209228515625,2599.95,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,109.92330932617188
spectral-norm ,60.97328186035156,49.07806396484375,2596.97,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,110.05134582519531
spectral-norm ,61.030609130859375,49.12213134765625,2599.28,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,110.15274047851562
spectral-norm ,60.667449951171875,49.530227661132805,2498.81,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,110.19767761230469
spectral-norm ,60.854217529296875,49.39884948730469,2588.6,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,110.25306701660156
spectral-norm ,61.3057861328125,50.118072509765625,2501.4,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,111.42385864257812
spectral-norm ,61.63487243652344,50.38133239746094,2498.8,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,112.01620483398438
spectral-norm ,61.90663146972656,50.477005004882805,2572.38,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,112.38363647460938
spectral-norm ,62.51399230957031,50.39196777343751,2557.9,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,112.90596008300781
spectral-norm ,62.173675537109375,50.744537353515625,2505.33,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,112.918212890625
spectral-norm ,62.359039306640625,50.60205078125,2554.31,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,112.96109008789062
spectral-norm ,62.3360595703125,50.64390563964844,2501.86,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,112.97996520996094
spectral-norm ,62.30889892578125,51.03709411621094,2536.02,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,113.34599304199219
spectral-norm ,62.90415954589844,51.28192138671875,2524.79,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,114.18608093261719
spectral-norm ,62.85325622558594,51.370025634765625,2499.24,C,1,GCC 11.2.0,1,O(n^2/T),9,O(n),3,2,1,0,0,183,9,13,28,114.22328186035156
binary-trees ,69.0943603515625,53.304153442382805,3238.24,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,122.39851379394531
binary-trees ,69.18287658691406,53.46099853515625,3226.88,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,122.64387512207031
binary-trees ,69.19114685058594,53.58322143554688,3222.34,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,122.77436828613281
binary-trees ,69.701416015625,53.43844604492188,3251.77,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.13986206054688
binary-trees ,69.36833190917969,53.82232666015625,3186.03,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.19065856933594
binary-trees ,69.53514099121094,53.68446350097656,3253.66,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.2196044921875
binary-trees ,69.54295349121094,53.79122924804688,3242.99,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.33418273925781
binary-trees ,69.73873901367188,53.72453308105469,3263.9,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.46327209472656
binary-trees ,69.67739868164062,53.78767395019531,3267.03,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.46507263183594
binary-trees ,69.62600708007812,53.995391845703125,3202.93,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.62139892578125
binary-trees ,69.75936889648438,53.955963134765625,3256.25,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.71533203125
binary-trees ,69.72492980957031,54.00254821777344,3220.2,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.72747802734375
binary-trees ,69.79512023925781,54.00663757324219,3244.88,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.8017578125
binary-trees ,69.79605102539062,54.021331787109375,3228.81,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.8173828125
binary-trees ,69.72630310058594,54.12603759765625,3222.98,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.85234069824219
binary-trees ,69.7340087890625,54.171722412109375,3203.68,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.90573120117188
binary-trees ,69.94491577148438,53.99790954589844,3280.0,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,123.94282531738281
binary-trees ,69.93704223632812,54.22215270996094,3223.2,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,124.15919494628906
binary-trees ,69.89836120605469,54.28886413574219,3218.1,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,124.18722534179688
mandelbrot ,68.6732177734375,55.52746582031249,3019.37,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3,13,9,0,177,7,15,46,124.20068359375
mandelbrot ,68.67726135253906,55.52545166015625,3018.41,C,1,GCC 11.2.0,1,O(n^2),8,O(n^2),5,3,13,9,0,177,7,15,46,124.20271301269531
binary-trees ,70.08589172363281,54.13238525390625,3262.33,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,124.21827697753906
binary-trees ,69.90965270996094,54.310089111328125,3216.32,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,124.21974182128906
binary-trees ,70.05050659179688,54.22619628906249,3232.29,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,124.27670288085938
binary-trees ,70.02288818359375,54.34924316406249,3221.34,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,124.37213134765625
binary-trees ,70.16806030273438,54.259185791015625,3276.22,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,124.42724609375
binary-trees ,70.02590942382812,54.44918823242188,3191.69,C,1,GCC 11.2.0,1,O(d x 2^d),14,O(2^d),9,2,3,0,2,102,3,5,7,124.47509765625
